0,agama,1.7695291284901842
1,magma,1.7695291284901842
2,vykyv,1.9269295200817969
3,essej,2.0322493191286757
4,dyada,2.047918646196904
5,odhod,2.048883461099161
6,cidic,2.0742259485428858
7,flexe,2.085510973498028
8,odbod,2.12184949346494
9,farar,2.155069205517253
10,odvod,2.1650807981191313
11,babca,2.1769180257444227
12,kajak,2.1902302314890285
13,kukuc,2.210004589667368
14,cepec,2.220507065598508
15,madam,2.223580465073475
16,vyvoj,2.229806125313206
17,pampa,2.2313538552796395
18,vyjev,2.24773844685338
19,hoboj,2.265846589398945
20,tajga,2.2765577180192027
21,mimik,2.3023848547170767
22,vycuc,2.3109886748760085
23,motto,2.313451374843265
24,banan,2.316710172372613
25,cejch,2.3207123502982285
26,horor,2.3258400223578133
27,olovo,2.3476041552562275
28,vetev,2.3478496929955366
29,batat,2.357139092368389
30,botox,2.3617126874790575
31,luxus,2.367613732674071
32,hobby,2.3927053568764354
33,sepse,2.3990175113570813
34,zlaza,2.4005390388759564
35,panna,2.4107004678139514
36,odboj,2.415809070181062
37,twist,2.4175556801775704
38,lexem,2.4264150788879073
39,exces,2.427544091720726
40,spasa,2.447159341039688
41,babka,2.4515332242445176
42,vejce,2.459045393613811
43,cecek,2.467926548016592
44,makak,2.4802252941292164
45,zkaza,2.4826420225656722
46,zakaz,2.4826420225656722
47,dedek,2.4827460074466403
48,jehne,2.4834616699842478
49,funus,2.4863721777508636
50,sumys,2.487365353377668
51,hafan,2.489483515800021
52,ramar,2.4973178024144422
53,kavka,2.497421676319196
54,vrava,2.5088730641734847
55,vyvoz,2.5237899197401266
56,jidis,2.5285741174266385
57,magna,2.529084360413787
58,veget,2.5343117429217084
59,losos,2.5364931957244226
60,humus,2.542385233409418
61,estet,2.546631135393767
62,radar,2.548019352657902
63,kapka,2.55113904350688
64,sesle,2.559664308148645
65,lilie,2.561298648743682
66,swing,2.564365793903833
67,befel,2.568479136791736
68,vyvod,2.5714096429255355
69,vyvin,2.577082644528169
70,vyzva,2.58673085347892
